2022-06-09 23:55:45,644,1,1,1,0
2022-06-09 23:55:52,760,1,1,1,0
2022-06-09 23:55:59,761,1,1,1,0
2022-06-09 23:56:06,761,1,1,1,0
2022-06-09 23:56:13,762,1,1,1,0
2022-06-09 23:56:20,761,1,1,1,0
2022-06-09 23:56:27,759,1,1,1,0
2022-06-09 23:56:34,760,1,1,1,0
2022-06-09 23:56:41,760,1,1,1,0
2022-06-09 23:56:48,759,1,1,1,0
2022-06-09 23:56:55,759,1,1,1,0
2022-06-09 23:57:02,760,1,1,1,0
2022-06-09 23:57:09,759,1,1,1,0
2022-06-09 23:57:16,758,1,1,1,0
2022-06-09 23:57:23,760,1,1,1,0
2022-06-09 23:57:30,760,1,1,1,0
2022-06-09 23:57:37,759,1,1,1,0
2022-06-09 23:57:44,763,1,1,1,0
2022-06-09 23:57:51,765,1,1,1,0
2022-06-09 23:57:59,757,1,1,1,0
2022-06-09 23:58:06,756,1,1,1,0
2022-06-09 23:58:13,761,1,1,1,0
2022-06-09 23:58:20,761,1,1,1,0
2022-06-09 23:58:27,761,1,1,1,0
2022-06-09 23:58:34,761,1,1,1,0
2022-06-09 23:58:41,760,1,1,1,0
2022-06-09 23:58:48,760,1,1,1,0
2022-06-09 23:58:55,760,1,1,1,0
2022-06-09 23:59:02,761,1,1,1,0
2022-06-09 23:59:09,761,1,1,1,0
2022-06-09 23:59:16,761,1,1,1,0
2022-06-09 23:59:23,763,1,1,1,0
2022-06-09 23:59:30,763,1,1,1,0
2022-06-09 23:59:37,761,1,1,1,0
2022-06-09 23:59:44,760,1,1,1,0
2022-06-09 23:59:51,759,1,1,1,0
2022-06-09 23:59:58,757,1,1,1,0
2022-06-10 00:00:05,758,1,1,1,0
2022-06-10 00:00:13,760,1,1,1,0
2022-06-10 00:00:20,759,1,1,1,0
2022-06-10 00:00:27,760,1,1,1,0
2022-06-10 00:00:34,761,1,1,1,0
2022-06-10 00:00:41,761,1,1,1,0
2022-06-10 00:00:48,760,1,1,1,0
2022-06-10 00:00:55,762,1,1,1,0
2022-06-10 00:01:02,760,1,1,1,0
2022-06-10 00:01:09,758,1,1,1,0
2022-06-10 00:01:16,761,1,1,1,0
2022-06-10 00:01:23,760,1,1,1,0
2022-06-10 00:01:30,757,1,1,1,0
2022-06-10 00:01:37,759,1,1,1,0
2022-06-10 00:01:44,762,1,1,1,0
2022-06-10 00:01:51,762,1,1,1,0
2022-06-10 00:01:58,760,1,1,1,0
2022-06-10 00:02:05,760,1,1,1,0
2022-06-10 00:02:12,763,1,1,1,0
2022-06-10 00:02:19,760,1,1,1,0
2022-06-10 00:02:27,759,1,1,1,0
2022-06-10 00:02:34,758,1,1,1,0
2022-06-10 00:02:41,758,1,1,1,0
2022-06-10 00:02:48,761,1,1,1,0
2022-06-10 00:02:55,761,1,1,1,0
2022-06-10 00:03:02,758,1,1,1,0
2022-06-10 00:03:09,760,1,1,1,0
2022-06-10 00:03:16,763,1,1,1,0
2022-06-10 00:03:23,763,1,1,1,0
2022-06-10 00:03:30,760,1,1,1,0
2022-06-10 00:03:37,759,1,1,1,0
2022-06-10 00:03:44,762,1,1,1,0
2022-06-10 00:03:51,761,1,1,1,0
2022-06-10 00:03:58,760,1,1,1,0
2022-06-10 00:04:05,761,1,1,1,0
2022-06-10 00:04:12,761,1,1,1,0
2022-06-10 00:04:19,762,1,1,1,0
2022-06-10 00:04:26,765,1,1,1,0
2022-06-10 00:04:33,763,1,1,1,0
2022-06-10 00:04:41,761,1,1,1,0
2022-06-10 00:04:48,760,1,1,1,0
2022-06-10 00:04:55,760,1,1,1,0
2022-06-10 00:05:02,760,1,1,1,0
2022-06-10 00:05:09,760,1,1,1,0
2022-06-10 00:05:16,760,1,1,1,0
2022-06-10 00:05:23,760,1,1,1,0
2022-06-10 00:05:30,760,1,1,1,0
2022-06-10 00:05:37,759,1,1,1,0
2022-06-10 00:05:44,760,1,1,1,0
2022-06-10 00:05:51,759,1,1,1,0
2022-06-10 00:05:58,760,1,1,1,0
2022-06-10 00:06:05,758,1,1,1,0
2022-06-10 00:06:12,761,1,1,1,0
2022-06-10 00:06:19,765,1,1,1,0
2022-06-10 00:06:26,761,1,1,1,0
2022-06-10 00:06:33,760,1,1,1,0
2022-06-10 00:06:40,761,1,1,1,0
2022-06-10 00:06:48,760,1,1,1,0
2022-06-10 00:06:55,761,1,1,1,0
2022-06-10 00:07:02,761,1,1,1,0
2022-06-10 00:07:09,760,1,1,1,0
2022-06-10 00:07:16,761,1,1,1,0
2022-06-10 00:07:23,762,1,1,1,0
2022-06-10 00:07:30,762,1,1,1,0
2022-06-10 00:07:37,760,1,1,1,0
2022-06-10 00:07:44,759,1,1,1,0
2022-06-10 00:07:51,760,1,1,1,0
2022-06-10 00:07:58,760,1,1,1,0
2022-06-10 00:08:05,759,1,1,1,0
2022-06-10 00:08:12,760,1,1,1,0
2022-06-10 00:08:19,759,1,1,1,0
2022-06-10 00:08:26,759,1,1,1,0
2022-06-10 00:08:33,761,1,1,1,0
2022-06-10 00:08:40,762,1,1,1,0
2022-06-10 00:08:48,761,1,1,1,0
2022-06-10 00:08:55,761,1,1,1,0
2022-06-10 00:09:02,765,1,1,1,0
2022-06-10 00:09:09,765,1,1,1,0
2022-06-10 00:09:16,761,1,1,1,0
2022-06-10 00:09:23,762,1,1,1,0
2022-06-10 00:09:30,760,1,1,1,0
2022-06-10 00:09:37,759,1,1,1,0
2022-06-10 00:09:44,762,1,1,1,0
2022-06-10 00:09:51,763,1,1,1,0
2022-06-10 00:09:58,759,1,1,1,0
2022-06-10 00:10:05,756,1,1,1,0
2022-06-10 00:10:12,760,1,1,1,0
2022-06-10 00:10:19,762,1,1,1,0
2022-06-10 00:10:26,760,1,1,1,0
2022-06-10 00:10:33,760,1,1,1,0
2022-06-10 00:10:40,760,1,1,1,0
2022-06-10 00:10:47,762,1,1,1,0
2022-06-10 00:10:54,762,1,1,1,0
2022-06-10 00:11:01,761,1,1,1,0
2022-06-10 00:11:08,762,1,1,1,0
2022-06-10 00:11:16,760,1,1,1,0
2022-06-10 00:11:23,759,1,1,1,0
2022-06-10 00:11:30,763,1,1,1,0
2022-06-10 00:11:37,764,1,1,1,0
2022-06-10 00:11:44,761,1,1,1,0
2022-06-10 00:11:51,761,1,1,1,0
2022-06-10 00:11:58,760,1,1,1,0
2022-06-10 00:12:05,759,1,1,1,0
2022-06-10 00:12:12,758,1,1,1,0
2022-06-10 00:12:19,763,1,1,1,0
2022-06-10 00:12:26,763,1,1,1,0
2022-06-10 00:12:33,760,1,1,1,0
2022-06-10 00:12:40,761,1,1,1,0
2022-06-10 00:12:47,763,1,1,1,0
2022-06-10 00:12:54,765,1,1,1,0
2022-06-10 00:13:01,762,1,1,1,0
2022-06-10 00:13:08,758,1,1,1,0
2022-06-10 00:13:15,759,1,1,1,0
2022-06-10 00:13:23,761,1,1,1,0
2022-06-10 00:13:30,760,1,1,1,0
2022-06-10 00:13:37,758,1,1,1,0
2022-06-10 00:13:44,759,1,1,1,0
2022-06-10 00:13:51,761,1,1,1,0
2022-06-10 00:13:58,762,1,1,1,0
2022-06-10 00:14:05,764,1,1,1,0
2022-06-10 00:14:12,763,1,1,1,0
2022-06-10 00:14:19,760,1,1,1,0
2022-06-10 00:14:26,757,1,1,1,0
2022-06-10 00:14:33,757,1,1,1,0
2022-06-10 00:14:40,761,1,1,1,0
2022-06-10 00:14:47,761,1,1,1,0
2022-06-10 00:14:54,760,1,1,1,0
2022-06-10 00:15:01,760,1,1,1,0
2022-06-10 00:15:08,762,1,1,1,0
2022-06-10 00:15:15,760,1,1,1,0
2022-06-10 00:15:22,758,1,1,1,0
2022-06-10 00:15:29,763,1,1,1,0
2022-06-10 00:15:36,764,1,1,1,0
2022-06-10 00:15:44,762,1,1,1,0
2022-06-10 00:15:51,760,1,1,1,0
2022-06-10 00:15:58,760,1,1,1,0
2022-06-10 00:16:05,764,1,1,1,0
2022-06-10 00:16:12,763,1,1,1,0
2022-06-10 00:16:19,760,1,1,1,0
2022-06-10 00:16:26,761,1,1,1,0
2022-06-10 00:16:33,762,1,1,1,0
